type,text
positif,"Tempatnya sepi, kasurnya empuk bantalnya ada 2 jadinya bisa buat guling satunya. Air panasnya cepet panas, gak nunggu lama."
positif,"Suasananya nyaman, asri "
positif,"Overall sgt bgus..lokasinya adem,service oke,room bersih nyaman dkt tmpt nongkrong nitelife..
Tingkatkan trus kwalitasnya..sukses slalu Fave Diponegoro semarang."
positif,"Makasih kak, tempat ini sangat nyaman & bagus sekali untuk di buat penginapan"
positif,"Overall Bagus dan cukup nyaman
Alternatif saat hotel di tengah kota penuh 
Apalagi pas weekend, harga nya bener² murah dan dapat 2 kamar plus Breakfast."
positif,"Posisi strategis, dekat kota dan sp lima, parkir lumayan luas"
positif,"Minus parkirannya kecil, namun pihak hotel menyediakan jasa valet"
positif,"Bagus,bersih, pemandangan dr kamar juga bagus. Hrg lumayan ramah dikantong. Dekat kesimpang lima."
positif,"Lokasinya sangat strategis dekat dengan pusat kota Semarang (Simpang Lima), pusat kuliner, dan perbelanjaan."
positif,"Secara keseluruhan OK, pelayanan juga baik, lebih ditingkatkan lagi untuk kebersihan peralatan di dalam kamar"
positif,"Hotel budget dgn eco green...
(Air minum tanpa limbah botol plastik) …"
positif,Lokasi strategis. Parkir mobil kurang luas
positif,untuk pelayanan bagus.pegawai ramah.
positif,Ok semuanya bagus
positif,"Nginap sehari pelayan baik, all u can eat dgn harga 35000 sebandinglah namun ada yg kurang... Selang air samping closet ngk berfungsi... Its good after all"
positif,Sebetulnya kamarnya kotor. Tapi Alhamdulillah petugasnya helpful sekali. Jadi saya merasa pantas untuk diberikan bintang 5 untuk serfisnya
positif,"Lumayan hotelnya cukup bersih, pelayanan ramah n baik...."
positif,"Ya lumayan, untuk tempat parkir lumayan luas, kualitas hotel standard..."
positif,"breakfast nya, rasanya enak menunya komplit banyak pilihannya, tidak bingung Jika bawa anak kecil karna menunya bisa masuk semua usia 👍"
positif,"Sangat nyaman dan tenang sekali cocok buat istirahat ,ijin saran untuk tv nya siaran olah raganya ada donk"
positif,Tempat kecil di atas bukit sejuk nyaman... Lumayan untuk sekedar hunting nginep harga relatif... Silahkan coba ya... Yang suka tempat kecil nyaman nyantai t🥰
positif,"nginep dsini krna paling deket dri kantor dan tujuannya bt ngadem dari panasnya rumah.
Rate affordable, bersih."
positif,"room bersih, staf ramah, makanan standar, rasa enak"
positif,Langganan nginep di sini karna hotelnya bagus dan bersih. Pelayanan baik dan ramah. Minta cek in jam 12 jg dilayani dengan baik dan alhamdulillah bisa karna ada kamar yg sudah siap 👍🏻
positif,"Kamar nya bagus,rapi n luas."
positif,"Kamar sangat bersih, nyaman, tertata rapi.. memang tidak ada mesin pembuat kopi tapi setidaknya pengunjung bisa mengambil air panas gratis di galon Selasar kamar. Resepsionis ramah sekali dan sangat membantu"
positif,"Kamar lumayan bersih kamar mandi juga , pelayanan staff ramah menu breakfast nya enak kokkk"
positif,"Staf semuanya ramah..dr fo hk security ramah2 semua..kamar jg bersih
Slalu jd langganan dsini dkt dg kota..makasih"
positif,"Bersih secara keseluruhan, cuman tv kemarin sempat mati sendiri dan langsung cepat ditanggapi. Untuk kamar mandi airnya agak tergenang. Semoga bisa menginap disana lagi dengan pengalaman yang lebih baik."
positif,Kamar bersih dan nyaman. Kamar mandinya jg bersih. Air minumnya bisa refill sepuasnya di dispenser yang ada di setiap lantai.
positif,"Enak dan nyaman..
Layanan pijat 24 jam kota semarang"
positif,Hotel ini termasuk hotel yang tidak kalah bagus dengan hotel lainnya. Hotel ini juga memiliki view yang bagus untuk melihat kota semarang dan hotel ini berdekatan juga dengan resto and sakapatat
positif,Buat para bos bos monggo... Datang ke Novotel.. Enak hotelnya... Parkir luas di besment aman
positif,"Kalo disini jangan ditanya ya wong memang hotel kelas jd pelayanan juga istimewa, saya kebetulan menginap 2 hari di kamar 718, kalo adek saya sama anak anaknya sudah satu minggu di kamar 303...mau renang tiap hari bisa, mau ngegym tiap hari juga bisa..."
positif,"Hotel ditengah kota, 15menit dari bandara, 3 menit ke wisata sejarah lawang sewu, paragon mall tinggal menyeberang. Kucingan (tempat makan pinggir jalan) deket sekali, samping alfamart …"
positif,Lokasi strategis di sebarang Mall Paragon. Selalu ada jamu di resto ketika sarapan. Kamar bersih dan ada bathtube di kamar mandinya.
positif,"Beberapa kali mengerjakan Event di hotel ini, layanan dan tempat sangat nyaman. Staff responsif dan tanggap. Hanya di masa pandemi restonya seperti berhemat, menu makanan dan Porsinya sederhana bgt."
positif,"hotelnya bersih, staff nya ramah... pas tengah kota... enak mau kemana2"
positif,"Hotel yang nyaman untuk menginap di kota Semarang, makanannya beragam dan enak. Ballroom lumayan luas.. tp susah untuk parkir mobil"
positif,"Lokasinya strategis, ke paragon mall tinggal jln kaki, ke jln pemuda jg dekat"
positif,Nyaman dan aman
positif,"Kamar ok - Bersih dan masih terawat baik. Hanya teganggu banyak semut di meja. Saya taroh roti BreadTalk - di semutin. View Kamar (Lantai 8) - Bagus.
Lokasi enak _ Depan Mall (Hati2 kalo nyebrang - Kendaraan melaju cepat). Sarapan - sy tdk include krn mau sarapan nasi pindang - jalan kaki 500m"
positif,Bos lg acara ukm dan koperasi.. Hotel bersih pelayanan memuaskan.. Trims
positif,"nyaman, pelayanan bagus, ada di pusat kota gampang buat cari makanan"
positif,"Kualitas kamar yang bagus, bersih, nyaman untuk ditinggali beberapa malam"
positif,"Bagus banget ya, lux gitu apalagi kalo bawa keluarga"
positif,"Bagus n mewah..
Toiletnya aja yg krg rekomended..
Sempit...krg bgs utk Hotel Bintang 5."
positif,"Salah satu hotel terbaik di Semarang. Walau area parkir terbatas, tapi lokasi ditengah kota."
positif,"Hotel nyaman, dekat dengan pusat kota semarang.. recommended sekali"
positif,"Ter recomended buat staycation, pelayanan cepat, ramah, fasilitas kolam renang, gym juga bersih, kamar bersih."
positif,Tempatnya nyaman
positif,"Mantapppp Lebih Menarik Lagi Coffee JaTeng nya Josss Lah...
Selamat dan Sukses"
positif,"Hotelnya berish, pelanyanan ramah dan prokes ketat. menyediakan uji gnose ditempat dengan biaya 25rb apabila menginap dan 50rb apabila tidak menginap..kamar cukup luas, view yg bagus...."
positif,"Tempat bagus, mewah , bersih makanan rasa memuaskan, pelayanan ramah dan hangat"
positif,"Harga standar, tempatnya nyaman dan berada di pusat kota dan pusat perbelanjaan"
positif,"Hotelnya bagus bgt, pelayananya bagus. Hotel favorit kalau pas ke semarang"
positif,"Kamar luas, bersih cuma sarapan pagi pilihannya gak banyak"
positif,Tempat sangat representatif untuk pertemuan besar. Bersih dan nyaman.
positif,"Kesini hanya untuk nge gym saja di in balance lantai 1, tempat gym nya bersih, alat2 nya cukup banyak, yang mendaftar member gym bisa memanfaatkan kolam renang dan sauna juga, kamar mandi cukup bersih. …"
positif,Pelayane ramah2 tempanya bersih rekomedasi bgt buat yg singah di semarang
positif,"Alternatif pilihan menginap di kota Semarang di Tengah kota yang dekat dengan pusat-pusat perekonomian, pemerintahan, dll"
positif,"Cukup memuaskan stay di novotel. Hotel lama tapi semua fasilitas memadai. Protokol kesehatan dilakukan dg baik. Seluruh pegawai ramah, termasuk reception mas Abel yg pake pin fans sebuah club bola."
positif,Checkin cepat dan diperbolehkan checkin awal pkl. 12.00. Lobby luas dengan banyak tempat duduk
positif,Proses Checkout jg cepat. Sangat mungkin ke sini lagi krn harga juga cukup murah di bawah 400rb utk free 1 pax breakfast.
positif,"Lobby dan ruang meeting cukup mewah desain nya. Pelayanan cukup memuaskan, tapi perlu catatan untuk pegawai yg masih on training perlu pengawasan langsung dari atasan apabila melayani customer secara langsung. Karena saat kami ada acara disana cukup dibuat kesal dengan pelayanan salah satu pegawai training."
positif,"Asri, nyaman terjangkau harganya"
positif,"Rutin datang kesini karena menjadi member in balance. Tempat fitnes bersih, alat banyak, tidak terlalu ramai, kamar mandi juga bersih.
Keluhannya tetap sama, parkiran sempit ditambah lagi sudah tdk ada security yg …"
positif,"Syukaa sekali dengan hotel ini.
Lokasi nya strategis karena tepat di jalan pemuda dimana merupakan pusat kota dan menjadi satu dengan DP mal semarang. …"
positif,Room inc ini lokasi nya bareng sama DP Mall. Interiornya industrial banget dan cakep detail detail nya. Vibesnya warming banget. …
positif,"Meeting disini, nyaman sekali roomnya. Menu breakfast enak². Ruang meeting lega, gak kecil. Ada live music di malam hari. Pintu masuk room pakai aplikasi justin mobile."
positif,"Hotel yg artistik dan unik bgt, khas Grup Artotel, interior dan eksterior design bagus bgt, instagramable, view Lawang Sewu yg cantik, parkir luas, berada di sebelah mal, tv di kamar besar, dpt pastry yg enak bgt, kekurangannya hanya tdk ada kolam renang."
positif,Letak hotelnya jadi 1 dgn DP Mall yg merupakan salah 1 pusat perbelanjaan yg ckp ramai di kota smrg. Cukup menyenangkan.
positif,"Cuma pergi kondangan ke rooms inc ini, jadi ga nyobain menu nya. Overall tempatnya enak"
positif,Kamar sangat bagus walaupun ukuran 18 sqm utk yg superior. Lobbynya pun sangat menarik dan games yg bsa dimainkan.
positif,"Hotel di tengah kota, satu lokasi DP mall
Karyawan ramah
Lokasi cukup bersih"
positif,Bersih. Nyaman. App buka pintu sudah lancar. Pelayanan ramah.
positif,Lokasinya strategis yg bikin hotel ini saya rate bintang lima
positif,"Hotel berada di persis di sebelah DP Mall. Fasilitas yg ada dalah hotel cukup lengkap mulai dari gym meja billiard, restoran, dan kafe.
Pemandangan yang dilihat dari jendela kamar adalah bangunan bersejarah Lawang …"
positif,"Konsep industrialis cocok utk anak muda, letaknya d atas dp mall, sebelahan dg lawang sewu, uk kmr tergolong kcl dan minimalis, kunci kmr menggunakan app..nice😁"
positif,"Hotel berada di persis di sebelah DP Mall. Fasilitas yg ada dalah hotel cukup lengkap mulai dari gym meja billiard, restoran, dan kafe.
Pemandangan yang dilihat dari jendela kamar adalah bangunan bersejarah Lawang …"
positif,"Pemandangan yang dilihat dari jendela kamar adalah bangunan bersejarah Lawang Sewu.
Fasilitas kamar cukup lengkap, namun yang sedikit berbeda adalah tidak adanya pemanas air untuk membuat teh atau kopi dan air disajikan didalam pitcher air dan bisa diisi ulang di dispenser di luar kamar"
positif,"Konsep industrialis cocok utk anak muda, letaknya d atas dp mall, sebelahan dg lawang sewu, uk kmr tergolong kcl dan minimalis, kunci kmr menggunakan app..nice😁"
positif,"Fotonya gak sinkron ya, GPP lah, setelah nginap di rooms inc semarang saya memang berkunjung ke wisata cagar budaya Lawang Sewu juga …"
positif,"Nuansa industrial hotel yang sangat kental. Hotel nya bersih dan modern, dilengkapi dgn gym, kafe dll"
positif,Lokasi di atas DP Mall dan Dekat sekali dengan lawang sewu
positif,"So far so good, dengan desain minimalis karena jarak antara ranjang dengan televisi lumayan mepet tetapi tetap nyaman untuk menginap. Lokasi berada di tengah kota dan jadi satu bangunan dengan dp mall, pemandangan luar adalah bangunan …"
positif,"Desain industriallnya cakep, banyak tempat untuk bersantai
Pelayanan ramah"
positif,"Memiliki konsep yang unik, hotel dengan posisi strategis ini cocok untuk milenial yg transit di Semarang, bahkan juga deket dengan Lawang Sewu."
positif,"modern, privacy sangat terjaga karena kunci room keyless (dari smartphone), room walaupun tidak terlalu luas tapi selalu bersih banget, view menghadap lawang sewu bagus"
positif,"Bersih, nyaman, toilet juga bersih, ac juga dingin, tempat makan juga enak buat nyantai dan banyak menu nya"
positif,Tempat Favorite kalau menginap di semarang
positif,"Hotel yg lebih khusus untuk kaum milenial sepertinya karena beberapa teman saya yg sudah sepuh agak kesulitan untuk membuka kunci dengan versi otomatis dari hape. So far, bagus hotelnya. Makanannya enak-enak"
positif,"Bersih, walaupun minimalis tapi nyaman stay beberapa hari dsini. Untuk sarapan jg bervariasi tiap hari. Recommended kl ke semarang stay dsni."
positif,"hotel dengan nuansa seni,yg membuat ingin lagi dan lagi tinggal disin"
positif,"Selalu merasa nyaman dan menyenangkan saat menginap di Artotel Gajahmada Semarang....
Kamarnya bersih, pelayanannya ramah dan dekorasi di hotelnya sangat artistik... Nice Hotel"
positif,"Wah, nyaman dan aman siiiiip"
positif,"Hotel simple, bersih, stylist, cocok utk hangout maupun menginap..."
positif,Tempat menginap di semarang yg sangat direkomendasikan. Pelayanan staff ramah dan fasilitas kamar lengkap.
positif,Lumayan hotelnya sesuai kantong. Cuma kalau dapat kamar dekat tempat karaoke lumayan berisik sampai subuh.
positif,Penanganan cepat terhadap komplain. Bagus dan tingkatkan service serta pelayanan nya
positif,"Lucu buat foto foto depan loby,
Kamarnya aestetic"
positif,"Kamarnya bersih, nyaman, penuh seni, AC nya dingin sekali, tapi di dalam kamar tidak begitu terang."
positif,"Tersedia coffee machine Dulce Gusto namun tidak disediakan capsulenya sehingga tidak bisa digunakan. Hotelnya terletak di pusat kota, hanya sayangnya parkiran sangat sempit jadi untuk parkir mobil hanya bisa menggunakan jasa valet"
positif,"mencoba menu di rooftop bar, waktu serve nya terlalu lama. semoga bisa segera kembali"
positif,"Service nya ok, security nya cepat tanggap"
positif,"Sejak awal berdiri sudah menjadi tempat favorit saya. Ngopi di fat elephant, staycation juga asik dengan kamarnya yg milenial banget... Apalagi nongkrong di rooftop bar nya. Top deh pokoknya"
positif,Pelayanan mulai dr deal sampai dengan check out sangat bagus - berkat keramahan bu Ajeng - dan memuaskan untuk pengalaman menginap d kota Semarang.
positif,"Parkir cukup dimudahkan dengan valet, menu sarapan yg cukup variatif, kamar yg nyaman. Lokasi yg cukup strategis - dekat ke beberapa tempat makan"
positif,"Meet keluar ke artotel ,tempatnya adem, pelayanan bagus, kamarnya juga luas,bersih,mewah,good deh"
positif,"Suka banget artotel semarang! design cakep artsy dan kamarnya cukup spacious. staff ramah2 banget, ada rooftop di atas juga yg seru bisa liat 360 pemandangan semarang. harga bersahabat 👍🏻👍🏻👍🏻 minus point parkiran kecil tapi bisa valet kok tenangggg 😎"
positif,Bersih kamar hotelnya.. kasur bantal bagus empuk.. dekat dengan simpang 5... Dan makanan enak sekitar
positif,Hotel berkonsep futuristik ditengah kota semarang. Recomended
